index,test_or_train,dialect_region,speaker_id,filename,path_from_data_dir,path_from_data_dir_windows,is_converted_audio,is_audio,is_word_file,is_phonetic_file,is_sentence_file
36,TRAIN,DR4,MMDM0,SX411.WRD,TRAIN/DR4/MMDM0/SX411.WRD,TRAIN\\DR4\\MMDM0\\SX411.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
37,TRAIN,DR4,MMDM0,SA2.WRD,TRAIN/DR4/MMDM0/SA2.WRD,TRAIN\\DR4\\MMDM0\\SA2.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
38,TRAIN,DR4,MMDM0,SX141.TXT,TRAIN/DR4/MMDM0/SX141.TXT,TRAIN\\DR4\\MMDM0\\SX141.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
39,TRAIN,DR4,MMDM0,SA1.WAV.wav,TRAIN/DR4/MMDM0/SA1.WAV.wav,TRAIN\\DR4\\MMDM0\\SA1.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
40,TRAIN,DR4,MMDM0,SA1.PHN,TRAIN/DR4/MMDM0/SA1.PHN,TRAIN\\DR4\\MMDM0\\SA1.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
41,TRAIN,DR4,MMDM0,SI1941.TXT,TRAIN/DR4/MMDM0/SI1941.TXT,TRAIN\\DR4\\MMDM0\\SI1941.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
42,TRAIN,DR4,MMDM0,SA1.WRD,TRAIN/DR4/MMDM0/SA1.WRD,TRAIN\\DR4\\MMDM0\\SA1.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
43,TRAIN,DR4,MMDM0,SI1311.TXT,TRAIN/DR4/MMDM0/SI1311.TXT,TRAIN\\DR4\\MMDM0\\SI1311.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
44,TRAIN,DR4,MMDM0,SI1311.WAV,TRAIN/DR4/MMDM0/SI1311.WAV,TRAIN\\DR4\\MMDM0\\SI1311.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
45,TRAIN,DR4,MMDM0,SX231.WAV.wav,TRAIN/DR4/MMDM0/SX231.WAV.wav,TRAIN\\DR4\\MMDM0\\SX231.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
46,TRAIN,DR4,MMDM0,SA2.WAV.wav,TRAIN/DR4/MMDM0/SA2.WAV.wav,TRAIN\\DR4\\MMDM0\\SA2.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
47,TRAIN,DR4,MMDM0,SX321.WAV,TRAIN/DR4/MMDM0/SX321.WAV,TRAIN\\DR4\\MMDM0\\SX321.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
48,TRAIN,DR4,MMDM0,SI681.PHN,TRAIN/DR4/MMDM0/SI681.PHN,TRAIN\\DR4\\MMDM0\\SI681.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
49,TRAIN,DR4,MMDM0,SI681.WRD,TRAIN/DR4/MMDM0/SI681.WRD,TRAIN\\DR4\\MMDM0\\SI681.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
50,TRAIN,DR4,MMDM0,SX321.TXT,TRAIN/DR4/MMDM0/SX321.TXT,TRAIN\\DR4\\MMDM0\\SX321.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
51,TRAIN,DR4,MCSS0,SX30.WAV.wav,TRAIN/DR4/MCSS0/SX30.WAV.wav,TRAIN\\DR4\\MCSS0\\SX30.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
52,TRAIN,DR4,MCSS0,SI750.WAV.wav,TRAIN/DR4/MCSS0/SI750.WAV.wav,TRAIN\\DR4\\MCSS0\\SI750.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
53,TRAIN,DR4,MCSS0,SX30.WRD,TRAIN/DR4/MCSS0/SX30.WRD,TRAIN\\DR4\\MCSS0\\SX30.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
54,TRAIN,DR4,MCSS0,SI688.WAV.wav,TRAIN/DR4/MCSS0/SI688.WAV.wav,TRAIN\\DR4\\MCSS0\\SI688.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
55,TRAIN,DR4,MCSS0,SX30.PHN,TRAIN/DR4/MCSS0/SX30.PHN,TRAIN\\DR4\\MCSS0\\SX30.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
56,TRAIN,DR4,MCSS0,SX120.WAV.wav,TRAIN/DR4/MCSS0/SX120.WAV.wav,TRAIN\\DR4\\MCSS0\\SX120.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
57,TRAIN,DR4,MCSS0,SX300.WAV.wav,TRAIN/DR4/MCSS0/SX300.WAV.wav,TRAIN\\DR4\\MCSS0\\SX300.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
58,TRAIN,DR4,MCSS0,SX300.WAV,TRAIN/DR4/MCSS0/SX300.WAV,TRAIN\\DR4\\MCSS0\\SX300.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
59,TRAIN,DR4,MCSS0,SX120.PHN,TRAIN/DR4/MCSS0/SX120.PHN,TRAIN\\DR4\\MCSS0\\SX120.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
60,TRAIN,DR4,MCSS0,SI688.PHN,TRAIN/DR4/MCSS0/SI688.PHN,TRAIN\\DR4\\MCSS0\\SI688.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
61,TRAIN,DR4,MCSS0,SI688.WRD,TRAIN/DR4/MCSS0/SI688.WRD,TRAIN\\DR4\\MCSS0\\SI688.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
62,TRAIN,DR4,MCSS0,SX120.WRD,TRAIN/DR4/MCSS0/SX120.WRD,TRAIN\\DR4\\MCSS0\\SX120.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
63,TRAIN,DR4,MCSS0,SX300.TXT,TRAIN/DR4/MCSS0/SX300.TXT,TRAIN\\DR4\\MCSS0\\SX300.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
64,TRAIN,DR4,MCSS0,SX210.WAV,TRAIN/DR4/MCSS0/SX210.WAV,TRAIN\\DR4\\MCSS0\\SX210.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
65,TRAIN,DR4,MCSS0,SI750.WAV,TRAIN/DR4/MCSS0/SI750.WAV,TRAIN\\DR4\\MCSS0\\SI750.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
66,TRAIN,DR4,MCSS0,SX210.TXT,TRAIN/DR4/MCSS0/SX210.TXT,TRAIN\\DR4\\MCSS0\\SX210.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
67,TRAIN,DR4,MCSS0,SX390.PHN,TRAIN/DR4/MCSS0/SX390.PHN,TRAIN\\DR4\\MCSS0\\SX390.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
68,TRAIN,DR4,MCSS0,SX390.WRD,TRAIN/DR4/MCSS0/SX390.WRD,TRAIN\\DR4\\MCSS0\\SX390.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
69,TRAIN,DR4,MCSS0,SI750.TXT,TRAIN/DR4/MCSS0/SI750.TXT,TRAIN\\DR4\\MCSS0\\SI750.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
70,TRAIN,DR4,MCSS0,SI1380.WAV,TRAIN/DR4/MCSS0/SI1380.WAV,TRAIN\\DR4\\MCSS0\\SI1380.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
71,TRAIN,DR4,MCSS0,SX210.WAV.wav,TRAIN/DR4/MCSS0/SX210.WAV.wav,TRAIN\\DR4\\MCSS0\\SX210.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
72,TRAIN,DR4,MCSS0,SA1.TXT,TRAIN/DR4/MCSS0/SA1.TXT,TRAIN\\DR4\\MCSS0\\SA1.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
73,TRAIN,DR4,MCSS0,SA2.WAV,TRAIN/DR4/MCSS0/SA2.WAV,TRAIN\\DR4\\MCSS0\\SA2.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
74,TRAIN,DR4,MCSS0,SI1380.TXT,TRAIN/DR4/MCSS0/SI1380.TXT,TRAIN\\DR4\\MCSS0\\SI1380.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
75,TRAIN,DR4,MCSS0,SA2.TXT,TRAIN/DR4/MCSS0/SA2.TXT,TRAIN\\DR4\\MCSS0\\SA2.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
76,TRAIN,DR4,MCSS0,SA1.WAV,TRAIN/DR4/MCSS0/SA1.WAV,TRAIN\\DR4\\MCSS0\\SA1.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
77,TRAIN,DR4,MCSS0,SI750.PHN,TRAIN/DR4/MCSS0/SI750.PHN,TRAIN\\DR4\\MCSS0\\SI750.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
78,TRAIN,DR4,MCSS0,SX390.WAV.wav,TRAIN/DR4/MCSS0/SX390.WAV.wav,TRAIN\\DR4\\MCSS0\\SX390.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
79,TRAIN,DR4,MCSS0,SX210.WRD,TRAIN/DR4/MCSS0/SX210.WRD,TRAIN\\DR4\\MCSS0\\SX210.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
80,TRAIN,DR4,MCSS0,SX390.TXT,TRAIN/DR4/MCSS0/SX390.TXT,TRAIN\\DR4\\MCSS0\\SX390.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
81,TRAIN,DR4,MCSS0,SI750.WRD,TRAIN/DR4/MCSS0/SI750.WRD,TRAIN\\DR4\\MCSS0\\SI750.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
82,TRAIN,DR4,MCSS0,SX210.PHN,TRAIN/DR4/MCSS0/SX210.PHN,TRAIN\\DR4\\MCSS0\\SX210.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
83,TRAIN,DR4,MCSS0,SX390.WAV,TRAIN/DR4/MCSS0/SX390.WAV,TRAIN\\DR4\\MCSS0\\SX390.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
84,TRAIN,DR4,MCSS0,SI1380.WAV.wav,TRAIN/DR4/MCSS0/SI1380.WAV.wav,TRAIN\\DR4\\MCSS0\\SI1380.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
85,TRAIN,DR4,MCSS0,SA2.PHN,TRAIN/DR4/MCSS0/SA2.PHN,TRAIN\\DR4\\MCSS0\\SA2.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
86,TRAIN,DR4,MCSS0,SI1380.WRD,TRAIN/DR4/MCSS0/SI1380.WRD,TRAIN\\DR4\\MCSS0\\SI1380.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
87,TRAIN,DR4,MCSS0,SI1380.PHN,TRAIN/DR4/MCSS0/SI1380.PHN,TRAIN\\DR4\\MCSS0\\SI1380.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
88,TRAIN,DR4,MCSS0,SA2.WRD,TRAIN/DR4/MCSS0/SA2.WRD,TRAIN\\DR4\\MCSS0\\SA2.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
89,TRAIN,DR4,MCSS0,SA1.WAV.wav,TRAIN/DR4/MCSS0/SA1.WAV.wav,TRAIN\\DR4\\MCSS0\\SA1.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
90,TRAIN,DR4,MCSS0,SA1.PHN,TRAIN/DR4/MCSS0/SA1.PHN,TRAIN\\DR4\\MCSS0\\SA1.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
91,TRAIN,DR4,MCSS0,SA1.WRD,TRAIN/DR4/MCSS0/SA1.WRD,TRAIN\\DR4\\MCSS0\\SA1.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
92,TRAIN,DR4,MCSS0,SX30.TXT,TRAIN/DR4/MCSS0/SX30.TXT,TRAIN\\DR4\\MCSS0\\SX30.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
93,TRAIN,DR4,MCSS0,SX30.WAV,TRAIN/DR4/MCSS0/SX30.WAV,TRAIN\\DR4\\MCSS0\\SX30.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
94,TRAIN,DR4,MCSS0,SA2.WAV.wav,TRAIN/DR4/MCSS0/SA2.WAV.wav,TRAIN\\DR4\\MCSS0\\SA2.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
95,TRAIN,DR4,MCSS0,SX300.PHN,TRAIN/DR4/MCSS0/SX300.PHN,TRAIN\\DR4\\MCSS0\\SX300.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
96,TRAIN,DR4,MCSS0,SX300.WRD,TRAIN/DR4/MCSS0/SX300.WRD,TRAIN\\DR4\\MCSS0\\SX300.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
97,TRAIN,DR4,MCSS0,SI688.TXT,TRAIN/DR4/MCSS0/SI688.TXT,TRAIN\\DR4\\MCSS0\\SI688.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
98,TRAIN,DR4,MCSS0,SX120.TXT,TRAIN/DR4/MCSS0/SX120.TXT,TRAIN\\DR4\\MCSS0\\SX120.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
99,TRAIN,DR4,MCSS0,SI688.WAV,TRAIN/DR4/MCSS0/SI688.WAV,TRAIN\\DR4\\MCSS0\\SI688.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
100,TRAIN,DR4,MCSS0,SX120.WAV,TRAIN/DR4/MCSS0/SX120.WAV,TRAIN\\DR4\\MCSS0\\SX120.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
101,TRAIN,DR4,MCDR0,SX164.WAV.wav,TRAIN/DR4/MCDR0/SX164.WAV.wav,TRAIN\\DR4\\MCDR0\\SX164.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
102,TRAIN,DR4,MCDR0,SI524.WAV,TRAIN/DR4/MCDR0/SI524.WAV,TRAIN\\DR4\\MCDR0\\SI524.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
103,TRAIN,DR4,MCDR0,SI524.TXT,TRAIN/DR4/MCDR0/SI524.TXT,TRAIN\\DR4\\MCDR0\\SI524.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
104,TRAIN,DR4,MCDR0,SX74.WAV.wav,TRAIN/DR4/MCDR0/SX74.WAV.wav,TRAIN\\DR4\\MCDR0\\SX74.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
105,TRAIN,DR4,MCDR0,SX254.WRD,TRAIN/DR4/MCDR0/SX254.WRD,TRAIN\\DR4\\MCDR0\\SX254.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
106,TRAIN,DR4,MCDR0,SI524.WAV.wav,TRAIN/DR4/MCDR0/SI524.WAV.wav,TRAIN\\DR4\\MCDR0\\SI524.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
107,TRAIN,DR4,MCDR0,SX254.PHN,TRAIN/DR4/MCDR0/SX254.PHN,TRAIN\\DR4\\MCDR0\\SX254.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
108,TRAIN,DR4,MCDR0,SX434.WAV.wav,TRAIN/DR4/MCDR0/SX434.WAV.wav,TRAIN\\DR4\\MCDR0\\SX434.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
109,TRAIN,DR4,MCDR0,SX344.WAV.wav,TRAIN/DR4/MCDR0/SX344.WAV.wav,TRAIN\\DR4\\MCDR0\\SX344.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
110,TRAIN,DR4,MCDR0,SX344.PHN,TRAIN/DR4/MCDR0/SX344.PHN,TRAIN\\DR4\\MCDR0\\SX344.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
111,TRAIN,DR4,MCDR0,SX344.WRD,TRAIN/DR4/MCDR0/SX344.WRD,TRAIN\\DR4\\MCDR0\\SX344.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
112,TRAIN,DR4,MCDR0,SX164.TXT,TRAIN/DR4/MCDR0/SX164.TXT,TRAIN\\DR4\\MCDR0\\SX164.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
113,TRAIN,DR4,MCDR0,SX434.WRD,TRAIN/DR4/MCDR0/SX434.WRD,TRAIN\\DR4\\MCDR0\\SX434.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
114,TRAIN,DR4,MCDR0,SX434.PHN,TRAIN/DR4/MCDR0/SX434.PHN,TRAIN\\DR4\\MCDR0\\SX434.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
115,TRAIN,DR4,MCDR0,SX164.WAV,TRAIN/DR4/MCDR0/SX164.WAV,TRAIN\\DR4\\MCDR0\\SX164.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
116,TRAIN,DR4,MCDR0,SX74.TXT,TRAIN/DR4/MCDR0/SX74.TXT,TRAIN\\DR4\\MCDR0\\SX74.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
117,TRAIN,DR4,MCDR0,SI1784.WAV,TRAIN/DR4/MCDR0/SI1784.WAV,TRAIN\\DR4\\MCDR0\\SI1784.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
118,TRAIN,DR4,MCDR0,SA1.TXT,TRAIN/DR4/MCDR0/SA1.TXT,TRAIN\\DR4\\MCDR0\\SA1.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
119,TRAIN,DR4,MCDR0,SA2.WAV,TRAIN/DR4/MCDR0/SA2.WAV,TRAIN\\DR4\\MCDR0\\SA2.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
120,TRAIN,DR4,MCDR0,SI1154.WAV,TRAIN/DR4/MCDR0/SI1154.WAV,TRAIN\\DR4\\MCDR0\\SI1154.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
121,TRAIN,DR4,MCDR0,SX74.WAV,TRAIN/DR4/MCDR0/SX74.WAV,TRAIN\\DR4\\MCDR0\\SX74.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
122,TRAIN,DR4,MCDR0,SI1784.TXT,TRAIN/DR4/MCDR0/SI1784.TXT,TRAIN\\DR4\\MCDR0\\SI1784.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
123,TRAIN,DR4,MCDR0,SA2.TXT,TRAIN/DR4/MCDR0/SA2.TXT,TRAIN\\DR4\\MCDR0\\SA2.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
124,TRAIN,DR4,MCDR0,SA1.WAV,TRAIN/DR4/MCDR0/SA1.WAV,TRAIN\\DR4\\MCDR0\\SA1.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
125,TRAIN,DR4,MCDR0,SX254.WAV.wav,TRAIN/DR4/MCDR0/SX254.WAV.wav,TRAIN\\DR4\\MCDR0\\SX254.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
126,TRAIN,DR4,MCDR0,SI1154.TXT,TRAIN/DR4/MCDR0/SI1154.TXT,TRAIN\\DR4\\MCDR0\\SI1154.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
127,TRAIN,DR4,MCDR0,SX434.TXT,TRAIN/DR4/MCDR0/SX434.TXT,TRAIN\\DR4\\MCDR0\\SX434.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
128,TRAIN,DR4,MCDR0,SX344.WAV,TRAIN/DR4/MCDR0/SX344.WAV,TRAIN\\DR4\\MCDR0\\SX344.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
129,TRAIN,DR4,MCDR0,SX434.WAV,TRAIN/DR4/MCDR0/SX434.WAV,TRAIN\\DR4\\MCDR0\\SX434.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
130,TRAIN,DR4,MCDR0,SX164.PHN,TRAIN/DR4/MCDR0/SX164.PHN,TRAIN\\DR4\\MCDR0\\SX164.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
131,TRAIN,DR4,MCDR0,SI1154.WAV.wav,TRAIN/DR4/MCDR0/SI1154.WAV.wav,TRAIN\\DR4\\MCDR0\\SI1154.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
132,TRAIN,DR4,MCDR0,SX164.WRD,TRAIN/DR4/MCDR0/SX164.WRD,TRAIN\\DR4\\MCDR0\\SX164.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
